titles,category
미국   스웨덴 나토가입 비준  튀르키예에      판매 승인,Global_economy
 아내 알면 큰일   바닥 모르고 떨어지는  테슬라 에 우는 개미들  리콜 사태 악재까지 겹쳐,Global_economy
인텔이 어쩌다     경쟁서 밀린다  지적에 주가     폭락,Global_economy
 무모한 행동하지 마    한국에 경고장 날린 러시아,Global_economy
트럼프  성추행 피해자 명예훼손   배상금     억 물어줘야,Global_economy
주가 급락에 리콜까지   악재 겹친 테슬라,Global_economy
현대차        챔피언십    중계에 싼타페 광고,Global_economy
뉴    시대 도래  반도체 강국  한국엔 기회다 순화동필 ,Global_economy
  발 지각변동     시총  위 알파벳  조달러    테슬라 추락,Global_economy
뉴욕증시  물가지표 둔화에 혼조 마감,Global_economy
 인텔 충격    칩 경쟁서 밀린다는 지적에     급락  뉴욕증시  혼조세 마감,Global_economy
 중국 인도의 성장  데이터센터 확대 매해 전력 소비       ,Global_economy
 국제유가  후티 반군   군함 공격에    상승  브렌트유   달러 돌파,Global_economy
 인텔   에서 안보인다  인텔 주가     폭락      년  월 이후 최대 낙폭,Global_economy
인공지능 반도체 경쟁서 밀렸다 인텔 급락이 말하는 것  글로벌마켓     ,Global_economy
 후티가 공격 안하는 중국 배 타세요  홍해 봉쇄에 웃는 중국,Global_economy
인텔 주가     급락       산업서 뒤처져 ,Global_economy
 저가 매수  비트코인    급등   만    달러 회복 상보 ,Global_economy
 속보  비트코인    이상 급등   만    달러 회복,Global_economy
테슬라       리비안        전기차 루시드 제외 일제  상보 ,Global_economy
후티반군  아덴만에서 유조선 공격   불길 휩싸여,Global_economy
테슬라       상승했지만 주간 기준으로는     폭락,Global_economy
머스크    스타트업    억달러 자본모금 나서   한국 투자자들과도 접촉,Global_economy
인텔     폭락에 필라델피아반도체지수도    급락 종합 ,Global_economy
유가    상승해  개월 만에 최고 주간으로    넘게 올라 종합 ,Global_economy
   칩 경쟁서 뒤처져    반도체 인텔 주가     급락 종합 ,Global_economy
 인텔 충격     최대 수혜주 엔비디아도    하락,Global_economy
 믿었는데       비트코인 하락에 실망감만 쌓여간다  위클리 코인리뷰 ,Global_economy
          하락      년래 최저에도 인텔 악화 뉴욕마감 ,Global_economy
뉴욕증시         엿새만에 사상최고 멈춰   인텔      폭락,Global_economy
뉴욕증시  기술주 약세에 혼조세   다우      ,Global_economy
 채권왕  건들락   에브리싱 랠리  우려 현금 금 보유해야 ,Global_economy
 실적 충격  인텔 정규장에서     폭락 상보 ,Global_economy
마이크로소프트 팀스 서비스 장애 중,Global_economy
인텔 충격에도     호재  미증시 혼조     최고치 행진 마감 상보 ,Global_economy
침체 없는 물가조절에 성공한 연준      월 금리인하 기대  뉴욕마감 ,Global_economy
뉴욕 증시 보합세 주간 단위로는  주 연속 상승세 유지,Global_economy
기술주 랠리  일만에 일단멈춤   다우        나스닥       ,Global_economy
  반도체 기업 인텔   분기 어두운 전망에 주가     급락,Global_economy
 속보  미증시 혼조  다우       상승 나스닥       하락,Global_economy
 속보 뉴욕증시  혼조세 전환           엿새만에 사상최고 행진 마쳐,Global_economy
 속보   실적 실망  인텔 정규장서     폭락,Global_economy
 경기 호조  부양책  국제유가    이상 상승   월 이후 최고,Global_economy
 뉴욕유가  홍해 물류 상황 주시하며 상승,Global_economy
 명품  여전히 탄탄        사상최대 실적에     폭등,Global_economy
테슬라   서 모델  등 후방카메라 작동 오류로   만대 리콜,Global_economy
연준 물가지수 둔화 재확인   금리인하 시기 앞당겨질까,Global_economy
 저가항공사 제트블루  스피릿에  인수계약 파기 가능  통보,Global_economy
미국 물가 드디어   대로    월 기준금리 인하 확률    ,Global_economy
  에 올인하는 세계  빅테크    나머지 인력 대량 해고,Global_economy
다시 약해진 금리인하 기대 미 물가 지표  깜짝 하락 없었다,Global_economy
 뉴욕개장  인텔  분기 실적 부진 전망에 하락세 출발,Global_economy
넥스타미디어  분기 배당금     인상     달러,Global_economy
세르비아  중국으로부터 신재생에너지 설비 투자   억 달러 확보,Global_economy
아펠리스 제약  유리체 내 페그세타 계획에 대한 부정적      의견 획득,Global_economy
 연준 선호      월 개인소비지출 지수  전년 대비      ,Global_economy
 연준 선호    근원     물가상승률   대 진입  년 개월만 종합 ,Global_economy
   월 근원    상승률          월 금리인하 가능  종합 ,Global_economy
영국 반독점 규제당국  보다폰 허치슨 합병 조사 시작,Global_economy
   월 근원    상승률       년 개월 만에 최저치 상보 ,Global_economy
     앞두고 핵심     물가상승률    밑으로  년래 최저 상보 ,Global_economy
미국 지난해   월 개인소비지출 물가 전년대비      ,Global_economy
    월 근원          상승 예상 하회,Global_economy
 속보       앞두고   월 핵심     물가상승률      예상 하회,Global_economy
  작년   월 개인소비지출 물가 전년대비      ,Global_economy
 속보    월 근원    상승률      예상치 밑돌아,Global_economy
 머스크      투자금  조원 조달협상     중동 접촉 ,Global_economy
  천억짜리를 단돈   만원에  현대차  러시아 공장 매각 계약 체결,Global_economy
  모건  경영진 개편 후계 쟁탈전 본격화,Global_economy
현대차 러시아공장 매각 계약 체결 이름도 바뀐다,Global_economy
콧대 높던 애플  앱스토어 결제 시스템 개방한다,Global_economy
동성애자에 명문대 중퇴한  이 남자  삼성도   도  제발 나랑  구애  방영덕의 디테일 ,Global_economy
실망스런 인텔 실적 전망    성과  언제쯤 가시화될까 오미주 ,Global_economy
 인구 감소 위기  일본 외국인 근로자 첫    만명 돌파,Global_economy
 테슬라 출입 안돼요     정부시설까지 금지령 확산,Global_economy
 인민은행  통화완화 대신 전략 분야에  쪽집게  자금 지원,Global_economy
  따라 반도체주 하락   닛케이            마감 ,Global_economy
 일손 없다보니     외국인 노동자  점증 ,Global_economy
 팩트첵크 없는 엑스  틀린 정보 올리는 머스크 ,Global_economy
국제유가  꿈틀  다시 상승 조짐 두 달만에 최고,Global_economy
 올댓차이나  중국 증시 혼조 마감 상하이지수       ,Global_economy
 한국 경제성장률   년 만에 일본에 밀릴 듯    매체,Global_economy
고객 관계 솔루션업체 세일스포스     명 추가 감원,Global_economy
노무라      연준 목표    하회 올해 금리  번 인하 ,Global_economy
오늘 밤   시   분     발표       전 마지막 인플레 데이터,Global_economy
새해 빅테크 일자리  만여개 사라졌다      감원 계속 ,Global_economy
 이슈체크      조위안 증시안정기금 투입 검토 부양책에 증시 반등할까,Global_economy
서학개미     억 샀는데  코인 약세에 가파르게 빠진 미국 종목,Global_economy
아메리칸에어라인  시장 예상 웃돈 실적에 주가     급등,Global_economy
   에 선택과 집중    올들어 테크기업  폭풍 감원 ,Global_economy
엇갈린 연말 주가지수 전망 모건스탠리                ,Global_economy
경제성장률은 높고 물가는 둔화 힘받는    골디락스  낙관론,Global_economy
공급차질에 글로벌 원자재 시장 매우 빡빡 가격 상승요인 여전,Global_economy
 올해 세계      성장 공격적 금리인하 기대와 상충 ,Global_economy
 테크업계 올들어 해고  만명 넘어    투자 위해 타분야 축소 ,Global_economy
   부동산 대출규제 완화 시사  증시 부양 이어 부동산도 ,Global_economy
최상목  군산비축기지 방문  핵심 전략물자 비축 중요 ,Global_economy
머스크  중국 전기차 약진에  화들짝  테슬라 주가     폭락,Global_economy
 잘 빠졌다  평가 쏟아지더니 갤     시리즈  사전 판매  신기록 ,Global_economy
부양책 약발 떨어진 듯 중화권증시 일제 하락  항셍    ,Global_economy
끊이지 않는 파라마운트 인수합병설    스카이댄스와 매각 논의중 ,Global_economy
엔비디아 젠슨 황      작년은 시작일 뿐   올해는   의 해 ,Global_economy
 일본은행  출구전략 시기 금리인상 속도 적극적 논의키로 ,Global_economy
  따라 반도체주 약세 닛케이            오전 ,Global_economy
      번째 기준금리 동결   깜짝 성장  연준  금리 인하 후퇴하나,Global_economy
올트먼  삼성전자 하이닉스 만난다     반도체 개발 손잡나,Global_economy
    예외없다  미 정부  빅테크    투자 독과점 여부 따진다,Global_economy
 포토 인사 나누는 안덕근 장관 박경국 사장,Global_economy
 포토 가스 충전소 현장 점검하는 안덕근 장관,Global_economy
 포토 가스 충전소 현장 점검하는 안덕근 산업부 장관,Global_economy
 포토 안덕근 산업부 장관  가스 충전소 현장 점검,Global_economy
 포토 가스 안전관리 현장 점검하는 안덕근 산업부 장관,Global_economy
 포토 가스 안전관리 현장 점검하는 안덕근 장관,Global_economy
 포토 안덕근 장관  겨울철 가스 안전관리 현장 점검,Global_economy
 포토 안덕근 산업부 장관 겨울철 가스 안전관리 현장 점검,Global_economy
 포토 관계자 설명 듣는 안덕근 장관,Global_economy
중국 전기차 수요 급감에 배터리 원자재 리튬 가격  년간     ,Global_economy
   법시행에 애플  유럽서 다른 앱스토어 결제 수단 허용 종합 ,Global_economy
    총재 기존 주장 강하지 않았다  시장  조기 금리인하 기대,Global_economy
애플  타사 앱스토어 결제 수단 허용 유럽에서만,Global_economy
 디올백  덕분에 잘 나가네 작년 매출    조원 찍은     ,Global_economy
 올댓차이나  중국 증시 하락 출발 상하이지수       ,Global_economy
인텔   분기 실적 전망 예상 하회 시간외     급락,Global_economy
전기차 수요 둔화에 배터리 필수금속 리튬가격  년만에     폭락,Global_economy
알트먼 고용하려다          투자  반독점 여부 조사받는다,Global_economy
짐 싸는   개미 자국 대신     주식 사재기,Global_economy
세계 최대 광산업체 호주    도 줄 잇는 홍해 우회,Global_economy
미국 깜짝 성장 중국과 세계 최대경제국 경쟁서 우위 확대,Global_economy
  주식에 몰리는  개미  자본통제 숨통          웃돈 매수,Global_economy
 도쿄 도심 신축아파트 평균가      작년 첫  억엔 돌파,Global_economy
미 중  지난해 경제 격차 확대    년간 더 벌어질것 ,Global_economy
인텔  올  분기 실적 부진 전망에 주가 시간외      종합 ,Global_economy
한국 경제    년 만에 일본에 밀린 듯  올해 재역전  기대,Global_economy
 금리인하 신호탄 발사시 증시 최대     급등 ,Global_economy
    월부터 금리인하 시장 변동성은 확대 ,Global_economy
    애플 제치고 가장 비싼 기업 등극,Global_economy
    위  테슬라 탈락     지각변동  엔비디아 또 최고가,Global_economy
양자컴퓨팅 기업 아이온큐     알고리즘 큐비트  년 앞당겨 달성,Global_economy
미 재무  강한 성장  인플레 악화 거의 안시켜 부채 관리 가능 ,Global_economy
        사상 최고치 경신 행진,Global_economy
인스타 페북    대 유해콘텐츠 보호 강화  낯선 사람     차단,Global_economy
 미 증시 대장주 바뀌나      종가 기준 시총  조 달러 돌파,Global_economy
코람코자산운용  영 미 부동산 펀드     억원 모집,Global_economy
테슬라     폭락에도 엔비디아    는 또 사상 최고치,Global_economy
  대표지수          거래일 연속 사상 최고치 경신,Global_economy
노벨경제학상 크루그먼    경제 골디락스 아냐 ,Global_economy
머스크  밤사이 재산   조원 증발     년만에 최악의 하루 ,Global_economy
    종가 기준 시총  조달러 달성   로 꾸준한 성장세,Global_economy
 월   일 월가의 돈이 되는 트렌드  월렛    월      전망  글로벌 시황 이슈 ,Global_economy
메타   인디애나에   특화 데이터센터 구축     년부터 운영,Global_economy
인텔 시간외서    급락  지수선물 일제 하락 나스닥       ,Global_economy
인텔  실적 시장예상 웃돌아    매출 회복,Global_economy
바이든 지지율 탄력 받을까 미국 성장 물가 다 잡았다  글로벌마켓     ,Global_economy
테슬라     폭락   매그니피션트 세븐 에서 탈락,Global_economy
인텔  올  분기 실적 전망  기대 이하  주가 급락,Global_economy
노벨경제학상 크루그먼  미국 골디락스 경제 아니다 ,Global_economy
   마감가 기준으로도 시총  조달러 돌파  시총  위 등극,Global_economy
 월   일 원자재 및     시황  글로벌 시황 이슈 ,Global_economy
 아이폰 할인 통했다  애플  작년   스마트폰 사상 첫  위,Global_economy
 월   일  증시 특징주  글로벌 시황 이슈 ,Global_economy
   분기     속보치      예상 큰 폭 상회  글로벌 시황 이슈 ,Global_economy
인텔  올  분기 실적 가이던스  실망  시간외 주가     급락,Global_economy
 올트먼  오늘 삼성 하이닉스 만난다   반도체 논의 전망 ,Global_economy
 반도체 회복 아직은   인텔 실적 실망  시간외서    급락,Global_economy
 난방비 폭탄 맞을 줄 알았는데   북극 한파  피해간  의 비결,Global_economy
인텔  작년  분기 실적 시장예상 웃돌아 올  분기 전망은 하회,Global_economy
애플  유럽서 다른 앱스토어 결제 수단 허용 대대적 개편,Global_economy
     그레이스케일 블랙록 현물 이더리움     승인 연기,Global_economy
    시총  조달러 첫 돌파  시총  위 왕좌  굳히나,Global_economy
테슬라     폭락하는 등 니콜라 제외 전기차 일제 급락 종합 ,Global_economy
 글로벌 리치  블랙록  주식 투자 지속하되 대형주에 머물러야 ,Global_economy
 글로벌 리치    모건  주식 채권 전망 모두 밝아 ,Global_economy
 글로벌 리치    모건  일본 유럽증시 채권시장 매력적 ,Global_economy
 글로벌 리치    모건          내에서 로테이션 일어날 것 ,Global_economy
 글로벌 리치  블랙록  채권 기회 굉장히 좋아 ,Global_economy
테슬라  줄잇는 목표주가 하락 주가     폭락  공매도만 웃었다,Global_economy
테슬라 주가  개월 만에 최저치,Global_economy
바이든  투자유치 성과에 삼성 거론,Global_economy
엔비디아       상승했는데    는    급등     주도주 바뀌어,Global_economy
         상승   연속 신기록 미국       깜짝  성장 뉴욕마감 ,Global_economy
뉴욕증시         닷새째 사상최고   테슬라는     폭락,Global_economy
 국제유가  지정학적 위험       상승 영향에 급등         ,Global_economy
    목표가 상향         급등 또 사상 최고치,Global_economy
   분기 깜짝 성장 인플레 둔화 커지는 연착륙 기대감,Global_economy
 뉴욕증시        성장률 호조에 상승 마감        최고치 경신,Global_economy
테슬라 주가 하루     급락  개월 만에 최저치 종합 ,Global_economy
 무너진 기차 같다  테슬라  주가      급락  종합 ,Global_economy
테슬라 충격에도 엔비디아       상승  또 사상 최고치,Global_economy
블랙록  주식 투자 지속하되 대형주에 머물러야 ,Global_economy
 골디락스 왔다  다우        또 최고치 월스트리트   ,Global_economy
인텔  기대 이하     년 실적 전망에 시간외     급락,Global_economy
테슬라 악재 이겨낸 미국       인플레 잡고 노랜딩  뉴욕마감 ,Global_economy
뉴욕증시      호조에 또 최고치 테슬라  폭락   출근전 꼭 글로벌브리핑 ,Global_economy
테슬라  올해 판매 현격히 둔화할 수도  주가     폭락 종합 ,Global_economy
 매그니피센트  서 나가야 하는 거 아냐      폭락 테슬라 무슨 일,Global_economy
    기준금리    동결 라가르드  디스인플레이션 과정 ,Global_economy
실적 실망에 테슬라 목표가 하향 잇달아 주가     폭락,Global_economy
  증시 상승 마감 다우                        나스닥       ,Global_economy
         놀라운 미국 경제   다우        나스닥       ,Global_economy
    깜짝 성장이 테슬라 악재 덮어 미증시 일제 상승 상보 ,Global_economy
 속보 다우        최고치 또 경신  골디락스 왔다 ,Global_economy
 속보  뉴욕 증시    연착륙 기대에 상승 마감 다우        나스닥       ,Global_economy
실적 실망에 테슬라     폭락 마감 상보 ,Global_economy
유가    랠리    월 초 이후 최고 미국      중국 부양 종합 ,Global_economy
 속보 뉴욕증시 일제히 상승         닷새째 사상최고   테슬라      폭락,Global_economy
 속보      깜짝 성장에 미증시 일제 상승  다우       ,Global_economy
 속보  테슬라     폭락한     달러로 정규장 마감,Global_economy
홍해 긴장에 국제유가 상승     배럴당     종합 ,Global_economy
 뉴욕유가    성장률 호조 공급 차질 속    ,Global_economy
미국도 칼 뽑았다    구글 아마존    독과점 조사 착수,Global_economy
      깜짝 성장   부양책  국제유가    이상 급등 상보 ,Global_economy
남아공  기준금리       동결  디스인플레 징후 없어 ,Global_economy
원유 공급 우려에 유가 상승 브렌트유 배럴당   달러 돌파,Global_economy
전기차 구매한   소비자들  이것 때문에 후회,Global_economy
 속보        깜짝 성장   부양책  국제유가    이상 급등,Global_economy
일중  국장급 수출관리 대화 첫 개최  투명성 향상에 합의 ,Global_economy
  경쟁당국  빅테크의    스타트업 투자 조사착수,Global_economy
유럽 증시    경제 연착륙 기대 속에 혼조 마감 런던       ,Global_economy
애플  지난해   시장 스마트폰 점유율 첫  위,Global_economy
애플  지난해   시장 스마트폰 점유율 첫  위      ,Global_economy
    게임 부문서     명 감원  개월 전 인수 블리자드 중심,Global_economy
작년   월   신축주택 판매     만채 판매      예상 웃돌아 ,Global_economy
 블리자드 인수     구조조정 착수 게임 부문  천   명 감원,Global_economy
    기준금리  회 연속 동결 라가르드  인하 논의는 시기상조 ,Global_economy
 무너진 기차 같다  테슬라  주가      급락 ,Global_economy
액티비전 인수한     게임사업부 직원    구조조정,Global_economy
  작년   조원  썰물   년 만에 자본 순유출,Global_economy
테슬라 주가 장중    대 급락 성장둔화 우려,Global_economy
작년   월   내구재 수주 보합  수송장비 부진 ,Global_economy
마이크로소프트     명 감원   블리자드 인수여파,Global_economy
  주간 실업수당 청구   만    건  만    건    주만에 증가 ,Global_economy
뉴욕 증시    경제 연착륙 기대에 상승 출발 다우        나스닥       ,Global_economy
노르웨이  기준금리     로 동결  당분간 유지 전망 ,Global_economy
미  분기 성장률       예상보다 뜨거웠다,Global_economy
 뉴욕개장  작년  분기 성장률 발표에 상승세 출발,Global_economy
  지난해 마지막 분기 경제      성장  전망치 상회,Global_economy
  작년  분기     성장률      노동시장 강세에 전망치 상회 종합 ,Global_economy
미국 경제  노랜딩 이 맞았다    분기도      서프라이즈,Global_economy
미국 펀드      영국 엘레멘티스 인수 제안 모색,Global_economy
힐하우스  에버스톤   억 달러 규모 아시아 의료 서비스 회사 에버라이프 인수,Global_economy
 속보  뉴욕 증시  매수 선행에 상승 개장 다우        나스닥       ,Global_economy
미국 작년  분기 성장률      깜짝 성장,Global_economy
블랙스톤  분기 실적  자산 매각 호조에    상승,Global_economy
  작년  분기 성장률      연말  깜짝소비 에 예상밖 호조 종합 ,Global_economy
 골디락스  고강도 긴축에도    분기      성장 종합 ,Global_economy
미국  지난해 연간 성장률       분기 성장률     ,Global_economy
 그래픽  미국 경제성장률 추이,Global_economy
     기준금리      동결  회 연속 유지,Global_economy
 올댓차이나  옵쇼어 채권단   디폴트  중국헝다 청산에 찬성,Global_economy
미국 작년      월 분기 연율로      경제성장     년      ,Global_economy
 속보  미국  지난해 연간 성장률       분기 성장률     ,Global_economy
북한 미국에 기대려는  이 남자  지지율 바닥  외교로 돌파구 찾나,Global_economy
     기준금리 등 주요 정책금리 동결,Global_economy
     기준금리      동결  차례 연속 그대로 유지,Global_economy
 서프라이즈  강력한 소비에   분기      성장 상보 ,Global_economy
  지난해  분기     성장률      전망치 상회 상보 ,Global_economy
미국  분기 성장률        전망치 웃돌아,Global_economy
금리 동결의 시대로      기준금리  차례 연속 동결 종합 ,Global_economy
 속보        년 마지막 분기 경제 기대 보다 좋은      성장,Global_economy
 속보  미국  분기 성장률      시장 전망치 대폭 상회,Global_economy
 속보    분기 성장률      시장 전망치 웃돌아,Global_economy
 기준금리      튀르키예   연속 인상,Global_economy
   분기 성장률       전망치 웃돌아 금리 조기 인하 기대 꺾이나,Global_economy
  보  미국 작년  분기 성장률          년 연간성장률     ,Global_economy
 속보  미국  분기 성장률      시장 전망치 대폭 상회,Global_economy
  보  미국  분기 성장률      시장 전망치 대폭 상회,Global_economy
     정책금리  종 모두 그대로 유지 예치금리     ,Global_economy
 월 독일     경기지수      예상밖 저하  경기침체 빠져 ,Global_economy
 올댓차이나     은행  부동산 프로젝트 소요자금 지원해야 ,Global_economy
기준금리     튀르키예   연속 인상,Global_economy
 좌파들 때문에 농민 다 죽는다  길 막고 폭탄 던진 유럽 농부들  왜,Global_economy
생산량 목표치도 제시 안한 테슬라 그나마 긍정적인 것은  오미주 ,Global_economy
 만화 강국    홀린  웹툰 종주국    네이버웹툰  대기록  행진,Global_economy
세계 최대 광산업체     마저 홍해 전면 우회 선언,Global_economy
투자 붐 사그라든     에  찬물           우회상장 규제 고삐 죈다,Global_economy
    시총   조  고지   생성형  로 가속 붙는다,Global_economy
전기차 인기 시들  리튬값  년간     급락,Global_economy
 가격전쟁 부메랑  영업익 반토막 난 테슬라   올해 성장세 더 둔화 ,Global_economy
샘 올트먼    의회와    반도체 공장 건립 논의,Global_economy
 마소  팔지 마소     주가 폭발에  이 남자  있었다,Global_economy
 매그니피센트   연초 시가총액    조 뛰었다 ,Global_economy
중국  출시   년 넘은      심자외선 노광장비만 살 수 있다,Global_economy
머스크   업체들  무역장벽 없으면 경쟁사 다죽였을 것 ,Global_economy
  탄소국경세 이어   청정경쟁법까지 높아지는  탄소장벽 ,Global_economy
  전자  가전 전장 호조에 매출 또 최대치   는 또  주춤 ,Global_economy
이 종목 투자해 두 달새 연봉  배 벌어    이 국회의원의  수상한 재테크 ,Global_economy
당국 부양책 마침내 통하나  중화권 사흘째 상승     마감 ,Global_economy
오픈    미국 반도체 공장 짓나  알트먼      의회와 논의 ,Global_economy
 핵심은     엔비디아 사상 최고가  아마존 턱밑 추격,Global_economy
방가    총재  여성 양육 출산 적절한 보상    인구 위기 해소에 도움 ,Global_economy
 올댓차이나  중국 증시 상승 마감 상하이지수       ,Global_economy
 전기차에 쫓기는 머스크   무역장벽 없으면    ,Global_economy
 상하이지수  지준율인하로   개월만에   대 상승 신중론 여전,Global_economy
유명 헤지펀드 브리지워터   증시 최적의 매수 시점 ,Global_economy
 주식 부동산 못 믿어  중국인  금지된 비트코인에 눈길,Global_economy
 년만에 중국 찾은 일본 경제 대표단  수산물 금수조치 철회 요구,Global_economy
머스크    전기차  무역장벽 없다면 경쟁자 괴멸시킬 것 ,Global_economy
  년 만의 최고가인데   가격 더 뛸 판,Global_economy
  증시 구하기 총력전  국유기업    도 주가로 평가 검토,Global_economy
방한 앞둔 올트먼 오픈          의회서 반도체 증산 논의,Global_economy
중국  부동산업체에 부동산 담보로 대출 제공,Global_economy
최대 광산 생산 차질   년 만의 최고 우라늄 가격 더 뛴다,Global_economy
도이체방크  미 증시 최대     하락 가능성 매수 기회 ,Global_economy
  증시  반도체 종목 강세   증시 견조로 소폭 상승 마감,Global_economy
일본 환율 책임자  마이너스 금리 종료 관련 투기 경계 ,Global_economy
너도 나도 달로 간다 불 붙은 우주개척 경쟁,Global_economy
수출입은행   사우디       설치 중동사업 전담 창구 역할,Global_economy
  전기차 수요 감소    세계 리튬 가격 급락으로 이어져,Global_economy
증안기금 이어 지준율 인하  항셍      일째 랠리 바닥쳤나,Global_economy
 임금 올리자   춘투서 대기업들 임금인상  앞장 ,Global_economy
 중국보다 인도    기업들  글로벌 공급망  선호도 보니,Global_economy
 총리 만난  재계대표들  제안서 전달 방첩법 오염수 대처 지적,Global_economy
 주식 부동산 폭락에 멍든 중국이 비트코인에 뛰어 든다 ,Global_economy
  당국  몰락한      스팩  시장에 규제 강화   마침표 찍나,Global_economy
 부동산 업체  숨통  튼다  빚내서 빚 갚기  허용,Global_economy
 중국 춘제 연휴 이후 소비 회복 부진하면 추가 부양 ,Global_economy
     자문위원회  차 회의,Global_economy
발언하는 김병환 차관,Global_economy
     자문위원회  차 회의 주재하는 김병환 차관,Global_economy
증시 폭락에 비트코인으로 향하는  투자자들,Global_economy
버핏이 인수한 파일럿 트레블 센터는 어떤 기업 ,Global_economy
억만장자 빌 애크먼  이스라엘 증권거래소 지분      만 달러 매입,Global_economy
   부채 허덕이는 부동산업체들  빚내서 빚 갚기  허용한다,Global_economy
 중국  지난해 자본유출 규모   조원  년 만에 순유출로 전환 ,Global_economy
머스크  차세대 저가형 전기차  내년 말 생산 시작 ,Global_economy
 슈퍼 을        역대급 실적 반도체  훈풍 ,Global_economy
삼성에   폰 출시 선수 뺏긴 애플  조용히 아이폰 역량 강화중 ,Global_economy
 짤리기 싫으면 출근해   은행들  사무실 복귀 압박,Global_economy
경기부양 급한    지준율       낮추자  들썩       오전 ,Global_economy
     일부 은행에  뱅크런 초기징후 있는지     살펴봐야 ,Global_economy
돈 보고 학생 뽑은  막장  명문대  차별 안했다 더니 거액 합의금 내기로,Global_economy
      배 급등할 것     지금 매수해도 늦지 않은 듯 종합 ,Global_economy
 미국인  신용카드 지출 늘지만 상환에 시간 더 걸려 ,Global_economy
      반도체 장비 주문 급증 주가 최고가 경신,Global_economy
도둑맞은 가상화폐  이놈 이 가져갔나 김수키 등   일당    조 빼가,Global_economy
마이크로소프트 기업가치 프랑스 전체     맞먹는다     사상 첫  조달러 돌파,Global_economy
증안기금 투입 호재  중화권증시  일째 랠리 항셍       ,Global_economy
빈살만  한잔 하세요    년만에 술 매장 허용한  금주국가  사우디,Global_economy
    챗   보다  작고 비용 적은  생성형    모델 만든다,Global_economy
 주    일 출근 딱 좋은데     재택근무자에 해고카드까지 꺼냈다,Global_economy
테슬라  올해 성장률 현저히 낮아질 것  내년 하반기 신차 생산 종합 보 ,Global_economy
 올댓차이나  중국 증시 혼조 출발 상하이지수       ,Global_economy
 술 안 돼  외국인도  강제 금주  사우디   년 만에 주류 매장 연다,Global_economy
작년 미 부동산 거래 절반 수준 감소 가격은 많이 안떨어져,Global_economy
 일요일에 마트 장 보러 오세요  서초구  휴무일 수요일로 변경,Global_economy
포드  구형 익스플로러    만대 리콜  앞유리 지지 부품 문제 ,Global_economy
     시총  조달러  클럽 발 들였다  장중 첫 돌파,Global_economy
메타   년만에 다시 시총  조달러 회복,Global_economy
애플  앱스토어 밖에서 다운받은 앱에도 수수료 부과,Global_economy
  항공청  보잉     맥스  운항 재개 승인   생산 확대는 불허,Global_economy
 작년 수출                수출 덕에     년만에  위,Global_economy
 실적 실망  테슬라 시간외서    급락     달러 붕괴,Global_economy
이제는 커피를 마시지 말라고   에     엘리트 비난 쏟아져,Global_economy
유럽경제  중동위기로  고통  공급망 혼란에 인플레 압력,Global_economy
  조원   스타트업 창업자  내 생각 남들에게 먼저 공유하라 ,Global_economy
미 증시 연일 이어지는 최고치      년대 거품  우려도,Global_economy
트럼프 테마주  들썩  월가  대선 셈법  분주 ,Global_economy
 강세론자  톰 리  작년보다 주식 랠리 더 확대될 이유  가지 ,Global_economy
리튬계열 설 자리 없어진다   차세대     유망 기업은  긱스 ,Global_economy
 대선 대진윤곽에 수혜주 찾는 월가 트럼프 감세  바이든 환경,Global_economy
    장중 시총  조달러 돌파 기록 메타는  조달러 재돌파,Global_economy
유로존  월          민간 경제활동  개월째 위축,Global_economy
 무인 로보택시 왜 승인   샌프란시  캘리포니아주 상대 소송,Global_economy
끝나지 않은 미국 은행위기 중소은행  분기  실적 쇼크 ,Global_economy
낸시 펠로시 전 하원의장 엔비디아에 베팅  두달 만에  억 벌어,Global_economy
  생산량 감소   경기부양 기대감에 국제유가    ,Global_economy
테슬라    달러 붕괴   머스크  미래 예측하기 어려워 ,Global_economy
유가 오른다 심리적 저항선 돌파,Global_economy
테슬라 쇼크 마감 후   대 급락  매그니피센트   지위도 흔들  글로벌마켓     ,Global_economy
미국 원유 재고 감소에     심리적 저항선   달러 넘어,Global_economy
 저가 매수  비트코인    상승   만 달러 회복,Global_economy
넷플릭스     급등 메타 시총  조  복귀         지수  일 연속 최고가  월가월부 ,Global_economy
          금리인하 베팅 후퇴 달러  개월 만에 최고,Global_economy
챗    에 힘입어 훨훨     장중  시총  조 달러  돌파  애플에 이어 두번째,Global_economy
   증시 상승세 지나치게 빨라    조정 임박 경고음,Global_economy
테슬라  올해 매출 현격하게 둔화할 것  시간외서     종합  ,Global_economy
  위협  무시가 능사 아니다  대응 촉구한 워싱턴포스트,Global_economy
 분명 한국 제품인데  중국어 오역 논란,Global_economy
 트럼프 이기면 달러       추가 상승  월가    월 대선 셈법 분주,Global_economy
 월   일 원자재 및     시황  글로벌 시황 이슈 ,Global_economy
 월   일 월가의 돈이 되는 트렌드  월렛   중국 증시와 경기 부양책  글로벌 시황 이슈 ,Global_economy
 월   일  증시 특징주  글로벌 시황 이슈 ,Global_economy
    장중 시총  조 달러 돌파 역대 두 번째  글로벌 시황 이슈 ,Global_economy
        수요 급증   기대치 웃돈 실적 주가    급등,Global_economy
테슬라 혁신  빨간불   성장 현저히 둔화될 것  종합 ,Global_economy
페북 모회사 메타       상승  시총  조 달러 돌파,Global_economy
